Dirección;Localidad;Teléfono;email;Entidad_Titular;Sector;servicio_id;cod_catalogo;des_catalogo;CUSEC;Seccion_id
CALLE CID 24;LEON;987 252535;castillayleon@cruzroja.es;CRUZ ROJA ESPAÑOLA;(FAMILIA);7538;12.9;Serv.formación de cuidadores/as no profesionales de personas con dependencia;2411503001;1134
CALLE CID 24;LEON;987 252535;castillayleon@cruzroja.es;CRUZ ROJA ESPAÑOLA;POBLACIÓN GENERAL;7539;10.1;Servicio de acción social comunitaria y promoción de la solidaridad;2411503001;1134
CALLE CID 24;LEON;987 252535;castillay leon@cruzroja.es;CRUZ ROJA ESPAÑOLA;PERSONAS MAYORES;7540;9.4;Servicio de promoción de la relación con el entorno;2411503001;1134
CALLE QUIÑONES DE LEON 6 3ºA;LEON;609 152923;bbienz@canalsenior.org;CANAL SENIOR POST 55;PERSONAS CON DISCAPACIDAD;7541;9.3;Servicio de adquisición de competencias para la vida autónoma;2416201001;3525
CALLE SAN VICENTE MARTIR 2 BAJO;LEON;987 215600;alquite@alquite.com;ESCUELA DE TIEMPO LIBRE ALQUITE;INCLUSIÓN SOCIAL;7543;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;2408905008;1048
AVENIDA NOCEDO 4 ENTRESUELO IZQUIERDA;LEON;633 779133;gerencia@ecoperia.org;ASOCIACION ECOPERIA;INCLUSIÓN SOCIAL;7545;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;2408910007;1082
CALLE CAMPOS GOTICOS (LOS) 3;LEON;987 209764;coordinacion@asociacionauryn.org;"ASOCIACION JUVENIL ""AURYN""";INCLUSIÓN SOCIAL;7546;12.10;Servicio de apoyo familiar para la inclusión social;2408908002;3508
CALLE ESTEBAN DE LA PUENTE S/N;PONFERRADA;987 446600;social-director@ponferrada.org;AYUNTAMIENTO DE PONFERRADA;POBLACIÓN GENERAL;7600;31.1;Servicio de distribución coordinada de alimentos;2411501008;1112
CALLE BRINDIS MORÁN 2;PONFERRADA;987 427720;ponferrada@alfaem.org;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;PERSONAS CON DISCAPACIDAD;7601;11.6;Serv. apoyo familiar-promoción autonomía personal-situaciones de dependencia y/o discapacidad;2411502017;1133
AVENIDA HUERTAS DE SACRAMENTO 18,1º,2º;PONFERRADA;985 211399;cruzdelosangeles@cruzdelos angeles.org;FUNDACION CRUZ DE LOS ANGELES;INFANCIA (Y JUVENTUD);7602;29.2;Servicio de atención residencial para la transición de menores de edad a la vida adulta;2411501012;1116
AVENIDA SAN IGNACIO DE LOYOLA 73;SAN ANDRES DEL RABANEDO;987 232500;jfseco@hsjd.es;HOSPITAL SAN JUAN DE DIOS DE LEÓN-OBRA SOCIAL;INCLUSIÓN SOCIAL;7624;26.16;Servicio de apoyo para la inclusión social;2414202013;1188
AVENIDA RAMON Y CAJAL 5;VALLADOLID;983 427100;accion.social@dipvalladolid.es;DIPUTACION PROVINCIAL DE VALLADOLID;POBLACIÓN GENERAL;7630;1.1;Servicio de información sobre derechos y recursos del sistema de servicios sociales;4718609001;3001
CALLE POLVORA 6;VALLADOLID;983 132828;;CRUZ ROJA ESPAÑOLA;INFANCIA (Y JUVENTUD);7631;26.7;Servicio de intervención educativa con menores infractores/as en medio abierto;4718607005;2957
CALLE MONASTERIO SANTA MARIA DE MORERUELA Nº 9 LOCAL;VALLADOLID;983 202620;admon.proyectos@fapscl.org;FEDERACIÓN DE ASOCIACIONES DE PERSONAS SORDAS DE CASTILLA Y LEÓN (FASPCL);INCLUSIÓN SOCIAL;7633;26.16;Servicio de apoyo para la inclusión social;4718610055;3060
AVENIDA EURO 7;VALLADOLID;983 330603;beatriz.sedano@formacal.com;FORMACAL S.L.;PERSONAS MAYORES;7634;9.3;Servicio de adquisición de competencias para la vida autónoma;4718610001;3514
AVENIDA EURO 7;VALLADOLID;983 330603;beatriz.sedano@formacal.com;FORMACAL S.L.;PERSONAS MAYORES;7635;9.2;Servicio de promoción de hábitos y estilos de vida saludables;4718610001;3514
CALLE JOSE MARIA LACORT Nº 11;VALLADOLID;983 202301;lsanz@caritasvalladolid.es;CARITAS DIOCESANA DE VALLADOLID;TOXICOMANÍAS Y ADICCIONES;7637;26.17;Servicio de atención de emergencia social para personas con drogodependencia;4718605002;2916
CALLE NEBRIJA 19;VALLADOLID;983 251090;fundacion@rondilla.org;FUNDACIÓN RONDILLA;INCLUSIÓN SOCIAL;7643;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;4718608036;3511
CALLE PAJARILLOS 1;VALLADOLID;983 204054;info@federboscocyl.org;FEDERACIÓN DE CENTROS JUVENILES DON BOSCO DE CASTILLA Y LEÓN;VOLUNTARIADO;7644;1.13;Servicio de información especializada sobre voluntariado;4718604040;2913
CALLE NEBRIJA Nº 19;VALLADOLID;983 251090;fundacion@rondilla.org;FUNDACIÓN RONDILLA;INCLUSIÓN SOCIAL;7645;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;4718608036;3511
CALLE MIGUEL RUIZ DE TEMIÑO;VALLADOLID;670 313242;esther@asociacionamee.org;ASOCIACION PARA LA MEDIACION EL ENCUENTRO Y LA ESCUCHA;INFANCIA (Y JUVENTUD);7646;26.6;Servicio de mediación en el ámbito de la jurisdicción de menores infractores/as;4718604040;2913
AVENIDA EURO 7;VALLADOLID;983 330603;beatriz.sedano@formacal.com;FORMACAL S.L.;PERSONAS MAYORES;7648;9.3;Servicio de adquisición de competencias para la vida autónoma;4718610001;3514
AVENIDA EURO 7;VALLADOLID;983 330603;beatriz.sedano@formacal.com;FORMACAL S.L.;PERSONAS MAYORES;7649;9.5;Servicio de promoción del conocimiento y la adquisición de habilidades;4718610001;3514
AVENIDA RAMON Y CAJAL 5;VALLADOLID;983 427100;accion.social@dipvalladolid.es;DIPUTACION PROVINCIAL DE VALLADOLID;(FAMILIA);7650;10.2;Serv.actuaciones preventivas para familias con hijos/as menores en situación de riesgo;4718609001;3001
CALLE ARZOBISPO JOSE DELICADO  Nº 8;VALLADOLID;983 426105;sints@ava.es;AYUNTAMIENTO DE VALLADOLID;INCLUSIÓN SOCIAL;7651;1.10;Servicio de información especializada sobre inclusión social;4718610051;3056
CALLE SAN BENITO Nº 1;VALLADOLID;;sints@ava.es;AYUNTAMIENTO DE VALLADOLID;POBLACIÓN GENERAL;7655;1.1;Servicio de información sobre derechos y recursos del sistema de servicios sociales;4718609001;3001
CALLE PUENTE LA REINA 10;VALLADOLID;983 306466;contabilidad@aclad. net;ACLAD, ATENCIÓN INTEGRAL A COLECTIVOS EN RIESGO;MUJER;7656;2.3;Serv.valoración, orientación, planificación caso - situaciones de violencia de género;4718607022;3510
CALLE NICASIO PEREZ Nº 22 LOCAL;VALLADOLID;983 507177;;ASOCIACIÓN PROGESTIÓN;INCLUSIÓN SOCIAL;7662;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;4718601001;2851
CALLE PORTILLO DE BALBOA Nº 66 1º B;VALLADOLID;697 117270;valladolid@accem.es;ACCEM;INCLUSIÓN SOCIAL;7671;29.10;Servicio de alojamiento para personas sin hogar;4718608036;3511
AVENIDA EURO 7;VALLADOLID;983 330603;beatriz.sedano@formacal.com;FORMACAL S.L.;PERSONAS MAYORES;7673;9.4;Servicio de promoción de la relación con el entorno;4718610001;3514
PLAZA ESPAÑA Nº 12;VALLADOLID;983 259030;;FUNDACION ALDABA (PROYECTO HOMBRE);TOXICOMANÍAS Y ADICCIONES;7674;26.21;Servicio de asistencia sociosanitaria ambulatoria a personas con drogodependencia;4718601001;2851
CALLE DOS DE MAYO 14-16;VALLADOLID;983 215260;;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;INFANCIA (Y JUVENTUD);7697;30.1;Serv.protección jurídica y ejercicio tutela para la infancia en situación de desamparo;4718603003;2872
TRAVESÍA SAN BARTOLOME 18;CARRION DE LOS CONDES;979 723593;carrion@cdrtcampos.es;ASOCIACION CENTRO DE DESARROLLO RURAL CARRION DE LOS CONDES;INCLUSIÓN SOCIAL;7723;1.10;Servicio de información especializada sobre inclusión social;3404701001;1339
CARRETERA ARBEJAL;VAÑES;915 220707;recursoshumanos@institutospiral.com;FUNDACIÓN INSTITUTO SPIRAL;TOXICOMANÍAS Y ADICCIONES;7725;29.11;Serv. asistencia residencial en comunidades terapéuticas para personas con drogodependencia;3413401001;1479
CALLE VALLE DEL CORNEJA 6;AVILA;920 252716;;ASOCIACIÓN CULTURAL ESCUELAS CAMPESINAS DE ÁVILA;INCLUSIÓN SOCIAL;7736;1.10;Servicio de información especializada sobre inclusión social;0501904014;40
CALLE CAPITAN MENDEZ VIGO 10 BJ;AVILA;920 352732;faemats@asociacionfaema.org;FAEMA SALUD MENTAL ÁVILA;PERSONAS CON DISCAPACIDAD;7737;9.4;Servicio de promoción de la relación con el entorno;0501905004;44
CALLE DEHESA (LA) 103;SOTILLO DE LA ADRADA;91 4422225;lares@lares.org.es;LARES ASOCIACIÓN: UNIÓN DE RESIDENCIAS Y SERVICIOS DEL SECTOR SOLIDARIO;PERSONAS MAYORES;7770;9.5;Servicio de promoción del conocimiento y la adquisición de habilidades;0524001001;277
CALLE PERELLO, 48;BARCELONA;935 160463;admin.sbes@sielbleu.es;FUNDACION SIEL BLEU ESPAÑA;PERSONAS MAYORES;7776;9.2;Servicio de promoción de hábitos y estilos de vida saludables;0000000nan;
CALLE ANTONIO BACIERO S/N;ARANDA DE DUERO;947 462004;administracion@apaceburgos.com;ASOCIACIÓN DE AFECTADOS DE PARÁLISIS CEREBRAL Y AFINES (APACE-BURGOS);PERSONAS CON DISCAPACIDAD;7778;24.11;Servicio de apoyo técnico a personas en situación de dependencia y/o discapacidad.;0901803005;339
AVENIDA ORFEON ARANDINO 1;ARANDA DE DUERO;913 736207;presenciagitana@presenciagitana.org;ASOCIACION NACIONAL PRESENCIA GITANA;INCLUSIÓN SOCIAL;7779;10.1;Servicio de acción social comunitaria y promoción de la solidaridad;0901803005;339
CALLE SAN ESTEBAN 8;ARANDA DE DUERO;947 546080;dirección@saludmentalaranda.org;ASOCIACION SALUD MENTAL ARANDA;PERSONAS MAYORES;7781;9.4;Servicio de promoción de la relación con el entorno;0901803005;339
CALLE LAS REBOLLEDAS S/N;BURGOS;947 072019;fmiradas@fundacionmiradas.org;FUNDACIÓN MIRADAS;PERSONAS CON DISCAPACIDAD;7796;30.2;Servicio de protección jurídica y ejercicio de la tutela de las personas mayores de edad c;0905903005;392
CALLE VITORIA 138 9º E;BURGOS;947 268620;burgos@accem.es;ACCEM;INCLUSIÓN SOCIAL;7797;29.10;Servicio de alojamiento para personas sin hogar;0905905048;450
CALLE SANTIAGO 56 6º D;BURGOS;947 268620;burgos@accem.es;ACCEM;INCLUSIÓN SOCIAL;7798;29.10;Servicio de alojamiento para personas sin hogar;0905905048;450
CALLE ALFONSO VIII 67;BURGOS;983 399633;vrm@intras.es;FUNDACION INTRAS;PERSONAS CON DISCAPACIDAD;7799;29.8;Servicio de atención residencial o en vivienda para personas con discapacidad;0905903005;392
CALLE SAN JUAN 2;BURGOS;947 288816;gss@aytoburgos.es;AYUNTAMIENTO DE BURGOS;POBLACIÓN GENERAL;7801;1.1;Servicio de información sobre derechos y recursos del sistema de servicios sociales;0905903004;391
CALLE CABESTREROS 2 BIS 3ª PLANTA;BURGOS;666 635358;rafaelborja@hotmail.es;FEDERACION ROMANI DE CASTILLA Y LEON;INCLUSIÓN SOCIAL;7803;26.16;Servicio de apoyo para la inclusión social;0905903004;391
AVENIDA COSTA RICA 150;BURGOS;646 669950;info@fundacionoxigeno.org;FUNDACIÓN OXÍGENO;PERSONAS CON DISCAPACIDAD;7804;27.4;Servicio de apoyo para la integración sociolaboral de las personas con discapacidad;0905903005;392
CALLE FEDERICO OLMEDA 9;BURGOS;681 061126;asponcedeleon@gmail.com;"ASOCIACIÓN DE PERSONAS SORDAS DE BURGOS ""FRAY PEDRO PONCE DE LEÓN""";PERSONAS MAYORES;7806;9.2;Servicio de promoción de hábitos y estilos de vida saludables;0905905035;437
CALLE CRUZ ROJA S/N;BURGOS;947 212311;burgos@cruzroja.es;CRUZ ROJA ESPAÑOLA;INCLUSIÓN SOCIAL;7807;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;0905905035;437
AVENIDA INDEPENDENCIA 5;BURGOS;947 462004;administracion@apaceburgos.com;ASOCIACIÓN DE AFECTADOS DE PARÁLISIS CEREBRAL Y AFINES (APACE-BURGOS);PERSONAS CON DISCAPACIDAD;7809;9.1;Servicio de prevención de la situación de dependencia;0905903004;391
PLAZA SAN JUAN BAUTISTA S/N;BURGOS;;miguelsantos@fundacionlesmes.org;FUNDACIÓN LESMES;INCLUSIÓN SOCIAL;7810;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;0905905035;437
CALLE CALERA 10 2º B;BURGOS;947 268820;burgos@accem.es;ACCEM;INCLUSIÓN SOCIAL;7815;29.10;Servicio de alojamiento para personas sin hogar;0905906001;455
PLAZA FRAY JUSTO PEREZ DE URBEL 7 BAJO;BURGOS;947 241924;arbu00@hotmail.com;ASOCIACIÓN DE ALCOHÓLICOS .REHABILITADOS DE BURGOS (ARBU);TOXICOMANÍAS Y ADICCIONES;7817;26.17;Servicio de atención de emergencia social para personas con drogodependencia;0905905035;437
PLAZA FRAY JUSTO PEREZ DE URBEL 7 BAJO;BURGOS;947 241924;arbu00@hotmail.com;ASOCIACIÓN DE ALCOHÓLICOS .REHABILITADOS DE BURGOS (ARBU);TOXICOMANÍAS Y ADICCIONES;7818;2.6;Servicio general de información, orientación, apoyo y seguimiento a personas drogodependientes;0905905035;437
CALLE MARIA MOLINER 5 - 2º F;BURGOS;646 232708;scjrestaurativa@outlook.es;SOCIEDAD CIENTIFICA DE JUSTICIA RESTAURATIVA;INCLUSIÓN SOCIAL;7824;12.10;Servicio de apoyo familiar para la inclusión social;0905905048;450
CALLE ALMACENES 18;MIRANDA DE EBRO;947 332355;secretaria@aspodemi.es;ASPODEMI. ASOCIACION  DE PADRES Y FAMILIARES  DE PERSONAS CON DISCAPACIDAD INTELECTUAL DE  MIRANDA DE EBRO;INCLUSIÓN SOCIAL;7870;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;0921904003;686
CALLE RONDA DEL FERROCARRIL 65 BAJO;MIRANDA DE EBRO;947 331983;borealmiranda@yahoo.es;ASOCIACIÓN BOREAL DE LUCHA CONTRA LA DROGA Y AYUDA AL DROGADICTO;TOXICOMANÍAS Y ADICCIONES;7871;26.18;Serv. de orientación y asesoramiento a personas con drogodependencia con problemas jurídico;0921904003;686
CALLE ALMACENES 16 BAJO;MIRANDA DE EBRO;947 331858;aremi@aremi.es;ASOCIACIÓN DE ALCOHÓLICOS REHABILITADOS DE MIRANDA DE EBRO (AREMI);TOXICOMANÍAS Y ADICCIONES;7872;2.6;Servicio general de información, orientación, apoyo y seguimiento a personas drogodependientes;0921904003;686
CALLE ALMACENES 18-20;MIRANDA DE EBRO;947 312801;saludmentalmiranda@saludmentalmiranda.com;ASOCIACIÓN AYUDA ENFERMOS MENTALES DE MIRANDA - SALUD MENTAL MIRANDA;PERSONAS MAYORES;7878;9.3;Servicio de adquisición de competencias para la vida autónoma;0921904003;686
CALLE CAVA 58;PEÑARANDA DE DUERO;947 552091;rdb@riberadeldueroburgalesa.com;ASOCIACIÓN PARA EL  DESARROLLO RURAL INTEGRAL DE LA RIBERA DEL DUERO BURGALESA;PERSONAS MAYORES;7884;9.5;Servicio de promoción del conocimiento y la adquisición de habilidades;0926101001;719
PLAZA DE LOS MARQUESES 9,BAJO;ASTORGA;987 099030;astorga@alfaem.org;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;PERSONAS CON DISCAPACIDAD;7907;9.2;Servicio de promoción de hábitos y estilos de vida saludables;2400802003;907
AVENIDA REINO DE LEON 12;LEON;987 261449;info@isadoraduncan.es;FUNDACIÓN DE FAMILIAS MONOPARENTALES ISADORA DUNCAN;MUJER;7927;1.7;Servicio de información especializada sobre violencia de género;2408910005;1080
AVENIDA ORDOÑO II 7;LEON;670 962616;ingenero@ingenero.es;ASOCIACION IN GENERO (INTERCULTURALIDAD Y GENERO);MUJER;7928;1.7;Servicio de información especializada sobre violencia de género;2408902010;1004
CALLE DEFENSORES DE LA PAZ 6;LEON;;leon@redmadre.es;ASOCIACIÓN RED MADRE-LEÓN;MUJER;7929;10.4;Servicio de apoyo a mujeres embarazadas o madres en situación de especial vulnerabilidad;2408908002;3508
PLAZA CORTES LEONESAS 9;LEON;987 210126;administracion@alfaem.org;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;PERSONAS CON DISCAPACIDAD;7930;27.4;Servicio de apoyo para la integración sociolaboral de las personas con discapacidad;2411503001;1134
AVENIDA INDEPENDENCIA 1;LEON;693 268585;gerencia@amepre.es;ASOCIACIÓN ESPAÑOLA DE MEDICINA PREVENTIVA;TOXICOMANÍAS Y ADICCIONES;7931;11.4;Servicio de prevención del consumo de drogas en el ámbito laboral;2411503001;1134
CALLE CID 24;LEON;987 252535;castillayleon@cruzroja.es;CRUZ ROJA ESPAÑOLA;PERSONAS CON DISCAPACIDAD;7932;18.1;Servicio de apoyo para la elaboración del proyecto de vida;2411503001;1134
CALLE CID 24;LEON;987 252535;castillayleon@cruzroja.es;CRUZ ROJA ESPAÑOLA;INCLUSIÓN SOCIAL;7934;12.10;Servicio de apoyo familiar para la inclusión social;2411503001;1134
CALLE SAN PEDRO 19;LEON;987 222590;ssvp@ssvp.es;SOCIEDAD DE SAN VICENTE DE PAUL;INCLUSIÓN SOCIAL;7935;26.16;Servicio de apoyo para la inclusión social;2408910007;1082
CALLE SAN PEDRO 19;LEON;987 222590;ssvp@ssvp.es;SOCIEDAD DE SAN VICENTE DE PAUL;INCLUSIÓN SOCIAL;7939;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;2408910007;1082
AVENIDA INGENIERO SAENZ DE MIERA 6;LEON;983 306466;contabilidad@aclad.net;ACLAD, ATENCIÓN INTEGRAL A COLECTIVOS EN RIESGO;TOXICOMANÍAS Y ADICCIONES;7940;26.18;Serv. de orientación y asesoramiento a personas con drogodependencia con problemas jurídico;2416201001;3525
CALLE TORREJON (EL) 4;LEON;663 401853;direccion@proyectojovenleon.org;FUNDACIÓN PROYECTO JOVEN;TOXICOMANÍAS Y ADICCIONES;7941;27.5;Servicio de formación y apoyo para la integración sociolaboral d personas con drogodependencia;2408910007;1082
CARRETERA CARBAJAL S/S;LEON;987 085003;derechossociales@dipuleon.es;DIPUTACIÓN PROVINCIAL DE LEÓN;(FAMILIA);7942;12.11;Servicio integral de apoyo a las familias en riesgo de desahucio por deuda hipotecaria;2408903015;1019
CARRETERA CARBAJAL S/N;LEON;987 085003;derechossociales@dipuleon.es;DIPUTACIÓN PROVINCIAL DE LEÓN;INCLUSIÓN SOCIAL;7943;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;2408903015;1019
PLAZA DE LAS CORTES LEONESAS 9,1ºIZQ;LEON;987 210126;gerencia@alfaem.org;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;PERSONAS CON DISCAPACIDAD;7946;9.3;Servicio de adquisición de competencias para la vida autónoma;2411503001;1134
CALLE ASTORGA 9,4º DCHA;LEON;638 794430;leon@accem.es;ACCEM;INCLUSIÓN SOCIAL;7947;29.10;Servicio de alojamiento para personas sin hogar;2416201001;3525
CALLE TORREJÓN  4;LEON;987 455120;direccion@proyectohombreleon.org;FUNDACIÓN PROYECTO JOVEN;INCLUSIÓN SOCIAL;7978;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;2408910007;1082
CALLE MIGUEL SERVET 8;FUENTES NUEVAS;987 455120;;FUNDACIÓN CENTRO ASTORGANO LEONÉS DE SOLIDARIDAD - CALS;VOLUNTARIADO;7988;1.13;Servicio de información especializada sobre voluntariado;0000000nan;
CALLE CLARA CAMPOAMOR 10;PONFERRADA;626 998957;aspronabierzo@aspronabierzo.org;ASPRONA BIERZO;INCLUSIÓN SOCIAL;7989;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;2411502017;1133
CALLE MEDICOS SIN FRONTERAS;PONFERRADA;;informacionph@gmail.com;FUNDACIÓN CENTRO ASTORGANO LEONÉS DE SOLIDARIDAD - CALS;TOXICOMANÍAS Y ADICCIONES;7991;27.5;Servicio de formación y apoyo para la integración sociolaboral d personas con drogodependencia;2411502017;1133
CALLE MEDICOS SIN FRONTERAS 8;PONFERRADA;987 455120;informacionph@gmail.com;FUNDACIÓN CENTRO ASTORGANO LEONÉS DE SOLIDARIDAD - CALS;TOXICOMANÍAS Y ADICCIONES;7992;26.21;Servicio de asistencia sociosanitaria ambulatoria a personas con drogodependencia;2411502017;1133
CALLE BATALLA DE CERIÑOLA 1;PONFERRADA;987 210126;administracion@alfaem.org;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;INCLUSIÓN SOCIAL;7993;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;2411502012;1128
CALLE VICTORIANO CREMER S/N CASA DE CULTURA DE PINILLA;SAN ANDRES DEL RABANEDO;987 844318;ssociales@aytosanandres.es;AYUNTAMIENTO DE SAN ANDRÉS DEL RABANEDO;INCLUSIÓN SOCIAL;8014;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;2414202013;1188
CALLE VICTORIANO CREMER S/N CASA DE CULTURA DE PINILLA;SAN ANDRES DEL RABANEDO;987 844318;;AYUNTAMIENTO DE SAN ANDRÉS DEL RABANEDO;POBLACIÓN GENERAL;8015;12.11;Servicio integral de apoyo a las familias en riesgo de desahucio por deuda hipotecaria;2414202013;1188
AVENIDA ROMERAL 118-120;VILLABALTER;985 211399;cruzdelos angeles@cruzdelosangeles.org;FUNDACION CRUZ DE LOS ANGELES;INFANCIA (Y JUVENTUD);8020;29.2;Servicio de atención residencial para la transición de menores de edad a la vida adulta;2414201003;1175
AVENIDA SANTANDER 44;PALENCIA;983 507177;progestioncyl@progestion.org;ASOCIACIÓN PROGESTIÓN;INCLUSIÓN SOCIAL;8027;26.16;Servicio de apoyo para la inclusión social;3412005004;1428
PLAZA MARIANO TIMON (DE) S/N;PALENCIA;670 903890;;AYUNTAMIENTO DE PALENCIA;POBLACIÓN GENERAL;8028;31.1;Servicio de distribución coordinada de alimentos;3412006002;1441
CALLE ASTERIO MAÑANOS 6 BAJO;PALENCIA;979 746342;coordinadora@saludmentalpalecia-org;ASOCIACION SALUD MENTAL PALENCIA - FEAFES PALENCIA;PERSONAS MAYORES;8030;9.5;Servicio de promoción del conocimiento y la adquisición de habilidades;3412006002;1441
CALLE JUAN DE GARAY 3;PALENCIA;985 211399;cruzdelosangeles@cruzdelosangeles.org;FUNDACION CRUZ DE LOS ANGELES;INFANCIA (Y JUVENTUD);8031;29.2;Servicio de atención residencial para la transición de menores de edad a la vida adulta;3412005013;1437
AVENIDA BERRUGUETE 15;PAREDES DE NAVA;641 849331;;FEDERICO LUIS JESÚS SANDOLI;PERSONAS MAYORES;8040;28.3;Servicio de atención en centros de día para personas mayores en situación de dependencia;3412301002;1469
CALLE SEGUNDA 4;CARBAJOSA DE LA SAGRADA;923 386206;facturacion@cateringalgonuevo.es;ALGO NUEVO S.L.;INCLUSIÓN SOCIAL;8052;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;3708501001;1658
